id,s1,s41,s42,s43,s44,s45,a0,M1,a11012,a11022,a11032,a11042,a11052,a11062,a11072,a11082,a11092,a11102,a11112,a11122,a11132,a11142,a1301,a1302,a1303,a1304,a1305,a1306,a1307,a1308,a1309,a1310,a1311,a1312,a1313,a1314,a1401,a1402,a1403,a1404,a1405,a1406,a1407,a1408,a1409,a1410,a1411,a1412,a1413,a1414,a2,a301,a302,a4,a501,a6,a7a,a7b,a7c,a8a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a13,a14,a15,a16,a17,a18,a21,a23,a24,a25,M2,a313,a31a,a31b,a69,a69,a71a,a7ab,a72,a75a,a81,b5
207,1,4,7,20,35,63,2015年10月17日,2,53,26,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1962,53,1,1,1,10,4,1989,50000,70,0,0,1,0,0,0,0,0,0,170,138,4,5,3,5,2,,9997,9997,2.71,3,3,4,4,3,1962,-3,12,-3,1,3
208,1,4,7,21,37,67,2015年9月28日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1985,30,1,1,1,6,4,2002,100000,10,0,0,0,0,0,0,0,0,1,178,140,3,4,5,1,3,2002,,2003,3.21,2,3,2,5,1,,,,,,2
209,1,4,7,14,26,49,2015年10月6日,3,30,5,7,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1985,30,1,1,1,4,4,2002,36000,10,0,0,0,0,0,0,0,0,1,175,150,4,5,5,1,3,2012,,2012,3.5,3,7,6,2,3,1985,2007,4,36000,1,3
211,1,4,7,17,30,54,2015年10月4日,1,75,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1943,72,1,1,1,12,4,1967,80000,95,0,1,0,0,0,0,0,0,0,180,140,3,5,5,5,1,,1967,9997,3.36,3,3,4,4,3,1940,1967,7,5000,5,2
212,1,4,7,15,27,51,2015年10月6日,4,57,99,99,99,,,,,,,,,,,1,4,4,4,,,,,,,,,,,2,1,1,1,,,,,,,,,,,2,1963,52,1,0,9,4,4,1979,20000,10,0,0,0,0,0,0,0,0,1,165,126,3,5,5,1,3,1997,,2013,4.21,1,1,7,5,3,1958,1982,4,40000,1,2
214,1,4,7,18,31,56,2015年10月3日,1,53,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1960,55,1,1,1,11,4,1988,48000,70,0,1,0,0,0,0,0,0,0,175,150,5,5,5,2,1,,9997,9997,3.29,3,2,3,4,3,1962,1985,6,36000,1,2
217,1,4,7,20,35,62,2015年10月1日,2,40,8,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1977,38,1,1,1,10,4,1997,40000,40,0,0,0,0,0,0,0,0,1,163,114,4,5,5,4,3,2004,,2004,3.29,3,5,3,4,3,1974,2005,12,80000,1,3
218,1,4,7,17,30,54,2015年10月5日,1,59,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1948,67,1,1,1,12,4,1980,50000,50,0,1,0,0,0,0,0,0,0,168,150,3,3,5,5,3,2013,,2013,3.21,4,3,3,4,3,1958,1979,6,40000,5,2
221,1,4,7,15,27,51,2015年10月6日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1996,19,1,1,1,10,1,2015,0,10,0,0,0,0,0,0,0,0,1,166,108,4,4,4,1,3,9997,,9997,2.57,1,7,3,4,1,,,,,,3
224,1,4,7,18,31,57,2015年10月4日,2,57,28,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1964,51,1,1,1,4,4,1976,50000,64,0,0,0,0,0,1,0,0,0,165,120,5,5,5,1,3,9997,,-2,3.36,3,3,4,4,4,1958,2010,6,50000,1,2
225,1,4,7,18,31,57,2015年10月4日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1933,82,1,1,1,2,,,13000,74,0,0,0,0,0,0,0,0,1,160,122,3,2,4,4,2,,1958,1958,3.79,2,,,4,7,,,,,,2
226,1,4,7,21,37,66,2015年9月23日,2,37,7,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1977,38,1,1,3,12,4,1999,80000,60,0,0,0,0,0,0,0,0,1,165,110,2,3,2,2,2,,2003,2003,3.14,4,2,3,5,4,1976,2006,13,200000,1,2
227,1,4,7,17,30,55,2015年10月3日,3,46,45,14,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1993,22,1,1,1,10,4,2014,30000,125,0,0,0,0,1,0,0,0,0,163,94,4,5,5,4,1,,9997,2000,3.14,3,7,2,5,1,,,,,,3
229,1,4,7,17,30,54,2015年10月4日,1,57,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1958,57,1,1,1,4,4,1976,20000,90,0,1,1,0,0,0,0,0,0,163,136,2,2,5,2,1,,1979,1979,2.79,4,7,6,5,3,1958,1981,4,10000,1,2
230,1,4,7,21,36,64,2015年9月19日,4,51,51,29,27,,,,,,,,,,,4,4,4,4,,,,,,,,,,,2,2,1,1,,,,,,,,,,,1,1990,25,1,1,1,6,4,2010,35000,10,0,0,0,0,0,0,0,0,1,175,130,4,5,4,2,3,2010,,2011,3.14,3,6,2,3,2,1994,,12,-1,6,2
232,1,4,7,17,30,55,2015年10月3日,1,63,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1951,64,1,1,1,9,4,1983,32000,53.799999,0,1,1,0,0,0,0,0,0,168,112,3,4,5,2,2,,9997,9997,3,5,3,3,4,3,1953,1980,4,22800,5,3
234,2,4,7,22,38,69,2015年8月29日,2,55,55,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1988,27,1,1,1,7,4,2007,80000,108,0,0,0,0,1,0,0,0,0,172,120,3,5,5,1,1,,9997,9997,3.07,2,5,5,5,3,1987,2013,11,20000,1,2
235,1,4,7,17,30,55,2015年10月3日,3,75,34,9,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,2,,,,,,,,,,,,2,1981,34,1,1,1,6,4,2000,50000,118,0,1,1,0,0,0,0,0,0,158,96,4,5,5,1,2,,9997,2011,3.64,2,7,4,4,3,1982,2005,8,300000,1,2
237,1,4,7,18,31,56,2015年10月3日,1,58,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1959,56,1,1,1,7,4,1993,20000,63.099998,0,1,0,0,0,0,0,0,0,158,120,5,5,5,1,4,,,2009,2.57,3,5,4,4,4,1950,2011,6,30000,1,2
242,1,4,7,16,28,52,2015年9月26日,1,59,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1954,61,1,1,1,10,4,1982,50000,69,0,1,0,0,0,0,0,0,0,166,120,4,5,5,5,3,2014,,2014,3.5,3,2,2,5,3,1956,1981,12,0,6,2
244,1,4,7,18,31,57,2015年10月5日,3,82,45,17,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1964,51,1,1,1,6,2,1979,20000,73,0,1,0,0,0,0,0,0,0,172,130,2,2,5,5,1,,9997,9997,2.86,5,6,6,3,3,1969,1997,7,40000,1,3
246,1,4,7,17,30,54,2015年10月4日,4,58,33,36,3,,,,,,,,,,,1,4,4,4,,,,,,,,,,,2,1,1,2,,,,,,,,,,,1,1958,57,1,1,1,4,4,1974,50000,87,0,1,0,0,0,0,0,0,0,175,150,4,2,4,5,1,,1960,1960,3.86,1,,,4,3,1958,1981,4,4000,4,2
252,1,4,7,19,33,60,2015年10月3日,3,52,50,28,,,,,,,,,,,,4,4,4,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1990,25,1,1,1,11,4,2015,54000,90,0,0,0,0,0,0,0,0,1,165,105,5,5,2,1,3,2009,,2009,3.29,4,7,3,4,2,1985,,12,90000,1,2
253,1,4,7,15,27,51,2015年10月5日,3,60,34,33,,,,,,,,,,,,1,4,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1955,60,1,1,1,4,4,1971,15000,50,0,1,0,0,0,0,0,0,0,160,110,3,4,3,1,1,,9997,9997,3.5,1,5,7,4,3,1953,1979,4,10000,4,2
255,1,4,7,16,29,53,2015年10月17日,2,53,50,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1991,24,3,1,1,12,4,2014,15000,136,0,0,0,0,1,0,0,0,0,170,100,4,5,3,5,3,2002,,2002,3,3,6,3,5,1,,,,,,2
256,1,4,7,18,31,56,2015年10月3日,1,37,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1986,29,1,1,1,12,4,2007,42000,105,0,0,0,0,0,0,0,0,1,160,98,4,5,5,2,3,2004,,2007,2.79,3,2,3,5,3,1978,2012,4,100000,1,3
257,1,4,7,20,35,62,2015年10月2日,1,34,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1954,61,1,1,1,12,4,1977,70000,72,0,0,0,0,0,0,0,0,1,162,108,3,3,4,2,1,,9997,9997,2.93,1,3,2,4,7,,,,,,2
258,2,4,7,22,38,69,2015年8月30日,3,72,52,48,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,1947,68,1,1,1,3,4,-2,0,100,0,1,0,0,0,0,0,0,0,160,130,2,2,5,1,1,,1966,1966,3.86,1,6,6,4,3,1942,1966,4,24000,5,-8
259,1,4,7,19,32,59,2015年10月3日,2,56,30,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1985,30,1,1,1,12,4,2005,200000,90,0,0,0,0,0,0,0,0,1,165,108,5,5,4,4,2,,2005,2009,3.36,3,3,5,5,3,1986,2011,12,200000,1,2
260,1,4,7,18,31,57,2015年10月4日,1,75,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1939,76,1,1,1,4,4,1957,42000,40,0,1,0,0,0,0,0,0,0,164,114,3,3,4,4,2,,1958,1958,4,5,6,6,4,3,1939,1965,6,0,5,2
267,1,4,7,18,31,57,2015年10月4日,1,63,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1953,62,4,0,1,6,4,1970,30000,72,0,1,0,0,0,0,0,0,0,176,148,5,5,5,4,1,,9997,9997,3,3,3,3,4,3,1953,1979,4,20000,5,3
268,1,4,7,21,37,67,2015年9月28日,6,69,43,41,12,10,3,,,,,,,,,4,4,4,4,4,4,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,1946,69,1,1,1,12,4,1970,100000,153,0,1,0,0,0,0,0,0,0,168,150,4,4,4,5,2,,1997,1997,3.29,5,5,6,4,3,1946,1971,12,60000,5,1
270,1,4,7,17,30,55,2015年10月3日,5,59,62,31,9,1,,,,,,,,,,4,4,4,4,4,,,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1980,35,1,1,1,11,4,2007,40000,96,0,0,0,0,1,0,0,0,0,170,140,3,4,3,5,2,,9997,2005,3.5,3,6,5,3,6,,,,,,4
271,1,4,7,17,30,54,2015年10月4日,10,82,52,50,49,47,42,42,22,16,16,,,,,1,4,4,4,4,4,4,4,4,4,,,,,2,1,1,1,1,1,1,1,1,1,,,,,2,1937,78,3,1,1,7,4,1958,60000,54,0,1,1,0,0,0,0,0,0,149,96,5,5,5,2,1,,1986,1986,3.57,4,1,1,5,3,1932,1959,10,60000,5,2
272,1,4,7,15,27,50,2015年10月1日,3,51,25,23,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,1966,49,1,1,3,4,2,1983,20000,58,0,0,0,0,0,0,0,0,1,158,170,2,1,3,4,3,2007,,2007,3.86,1,5,5,3,3,1964,1989,4,15000,1,3
273,1,4,7,17,30,55,2015年10月3日,1,70,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1945,70,1,1,1,7,4,1980,45000,90,0,1,0,0,0,0,0,0,0,169,135,4,5,5,5,3,1964,,1983,3.14,5,,,4,3,1946,1969,3,20000,5,4
280,1,4,7,20,34,61,2015年10月10日,2,56,56,,,,,,,,,,,,,4,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1988,27,1,1,1,13,4,2013,-3,63,0,0,0,0,0,0,0,0,1,182,164,4,4,3,2,3,2007,,2007,3,5,7,2,4,1,,,,,,2
283,1,4,7,20,34,61,2015年10月4日,5,78,74,44,28,7,,,,,,,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,1,1963,52,1,1,1,6,4,1980,0,64.5,0,0,0,0,0,0,0,0,1,168,156,3,5,5,2,1,,9997,9997,3.57,3,5,5,4,3,1970,1994,4,-2,1,-8
284,1,4,7,15,27,50,2015年10月1日,2,35,13,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1976,39,1,0,3,3,4,-2,3000,15,0,0,0,0,0,0,0,0,1,170,175,5,5,4,1,3,2015,,2007,4.29,1,5,6,3,3,1980,2000,3,0,5,-8
285,1,4,7,19,32,59,2015年10月2日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1987,28,1,1,1,4,4,2004,5000,10,0,0,0,0,0,0,0,0,1,175,128,4,5,5,2,3,2005,,2015,3.64,5,,,4,3,1989,2007,12,5000,1,2
290,1,4,7,20,35,63,2015年10月17日,2,50,75,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1944,71,1,1,1,1,,,-1,260,0,0,0,0,0,0,0,0,1,158,100,3,2,3,1,2,,9997,9997,4,1,,,5,3,1940,1964,4,-1,4,2
292,2,4,7,22,38,69,2015年8月29日,2,52,23,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1967,48,1,1,1,4,4,1983,0,170,0,1,0,0,0,0,0,0,0,162,160,2,2,3,1,1,,9997,9997,3.14,4,1,1,4,3,1963,1991,4,40000,1,2
293,1,4,7,15,27,50,2015年10月2日,4,98,24,21,21,,,,,,,,,,,4,4,4,4,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1969,46,1,1,1,4,4,-2,30000,12,0,0,0,0,0,0,0,0,1,158,109,5,5,5,1,3,2004,,2004,3,3,,,3,5,1963,1989,4,-2,1,2
295,1,4,7,19,32,59,2015年10月17日,2,69,70,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1975,40,1,1,1,10,4,1997,80000,159,0,1,0,0,0,0,0,0,0,171,134,5,5,4,4,3,2001,,2003,3.36,4,7,2,4,6,,,,,,3
296,1,4,7,20,35,63,2015年10月18日,1,33,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1981,34,1,1,1,10,4,2004,84000,18,0,0,0,0,0,0,0,0,1,180,166,4,4,3,1,2,,9997,9997,3.57,3,7,3,3,3,1982,2011,12,50000,1,4
297,1,4,7,15,27,50,2015年10月2日,3,63,62,32,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,1,,,,,,,,,,,,1,1980,35,1,1,1,12,4,2003,100000,79.599998,0,0,0,0,0,1,0,0,0,174,147,3,3,4,5,3,1999,,2006,3.36,3,3,2,5,3,1982,2009,11,100000,1,3
298,1,4,7,17,30,55,2015年10月3日,1,79,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1943,72,1,1,1,4,4,1963,36000,100,0,0,1,0,0,0,0,0,0,155,100,4,4,5,4,2,,1972,1976,3.21,5,1,5,5,3,1936,1963,4,48000,5,2
300,2,4,7,22,38,69,2015年8月30日,1,25,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1966,49,1,1,1,4,4,-2,20000,170,0,0,1,0,0,0,0,0,0,155,110,5,5,5,1,1,,2003,1989,3.93,1,3,5,5,3,1967,1989,4,40000,1,2
301,1,4,7,19,33,60,2015年10月4日,1,61,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1955,60,1,1,1,4,4,1972,36000,70,0,0,0,0,1,0,0,0,0,172,120,4,4,5,5,3,1995,,1995,3.79,1,,,5,3,1954,1984,4,36000,5,-8
303,1,4,7,17,30,55,2015年10月3日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1989,26,1,1,1,12,4,2009,120000,70,0,0,0,0,0,0,0,0,1,178,180,5,5,4,2,3,2005,,2005,2.64,3,1,2,4,1,,,,,,2
304,1,4,7,18,31,57,2015年10月4日,1,57,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1954,61,1,1,1,4,4,1971,42000,45,0,1,0,0,0,0,0,0,0,176,140,5,5,5,2,1,,9997,9997,3.57,3,7,6,5,3,1957,1982,4,24000,5,2
307,1,4,7,16,28,52,2015年10月2日,3,48,28,27,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1968,47,1,1,1,3,2,,-1,84,0,1,0,0,0,0,0,0,0,160,102,5,3,3,1,3,1997,,2007,3.93,1,,,3,3,1967,-2,4,40000,5,-8
311,1,4,7,19,32,58,2015年10月1日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1979,36,4,0,1,6,3,1995,30000,55,0,0,0,0,1,0,0,0,0,170,130,5,5,4,2,1,,1979,9997,3.86,5,6,2,5,1,,,,,,2
313,1,4,7,19,32,58,2015年10月17日,3,42,40,20,,,,,,,,,,,,4,4,4,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1997,18,1,1,1,7,4,2015,0,120,0,0,0,0,0,0,0,0,1,176,114,4,5,4,1,3,2015,,2015,2.71,2,3,2,3,1,,,,,,2
317,1,4,7,19,33,60,2015年10月3日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1959,56,1,1,1,4,4,1972,25000,43,0,0,0,0,0,0,0,0,1,163,104,3,5,3,4,1,,1995,1998,3.29,1,7,2,3,7,,,,,,3
318,1,4,7,21,37,67,2015年10月12日,1,35,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1986,29,1,1,3,13,4,2008,200000,45,0,0,0,0,0,0,0,0,1,165,129,5,5,5,5,1,,9997,9997,2.64,4,7,3,5,3,1980,2015,13,100000,1,2
319,1,4,7,19,33,60,2015年10月2日,3,67,45,44,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1948,67,1,1,1,6,4,-2,33600,70,0,1,1,0,0,0,0,0,0,173,160,4,4,5,4,1,,9997,9997,3.21,5,1,5,5,3,1947,1968,4,30000,5,4
321,1,4,7,15,27,51,2015年10月5日,1,56,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1951,64,1,1,1,3,4,1965,30000,50,0,0,0,0,0,0,0,0,1,151,140,5,4,5,4,2,,9997,9997,3.29,2,7,3,4,7,,,,,,3
324,1,4,7,21,37,66,2015年9月24日,4,72,70,40,10,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1979,36,4,1,3,7,4,1997,100000,90,0,0,0,0,0,1,0,0,0,160,112,3,3,1,2,2,,9997,9997,3.43,4,,,4,3,1975,2002,9,100000,1,2
327,1,4,7,15,27,51,2015年10月6日,1,42,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1975,40,1,1,1,4,3,1990,50000,7,0,0,0,0,0,0,0,0,1,170,140,3,4,5,1,3,2011,,2011,3.71,1,3,3,4,3,1973,2000,3,20000,1,2
328,1,4,7,15,27,50,2015年10月1日,2,39,65,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1980,35,1,1,2,11,4,2010,60000,101,0,0,1,0,0,0,0,0,0,158,100,4,5,3,1,3,2000,,2006,3.21,2,3,3,4,3,1976,2006,11,140000,1,2
331,1,4,7,18,31,56,2015年10月3日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1968,47,1,1,1,6,2,-1,24000,90,0,1,0,0,0,0,0,0,0,156,118,3,5,3,1,2,,9997,9996,3,3,6,3,4,4,1960,2005,4,60000,1,4
332,1,4,7,14,26,48,2015年10月2日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1963,52,1,1,1,6,4,1980,36000,67,0,0,0,0,1,0,0,0,0,160,115,4,4,5,5,1,,9997,9997,3.29,1,7,1,3,1,,,,,,4
334,1,4,7,18,31,56,2015年10月3日,1,59,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1955,60,1,1,1,6,4,1972,7560,150,0,1,0,0,0,0,0,0,0,154,130,5,5,3,1,1,,9997,9997,3.36,4,1,6,4,3,1956,1981,4,36000,5,3
335,1,4,7,21,36,64,2015年9月18日,4,82,77,50,42,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1968,47,1,1,1,10,4,1991,80000,65,0,0,0,0,1,0,0,0,0,160,125,3,5,5,2,1,,9997,9997,3,3,,,4,3,1965,1991,12,-3,1,3
336,1,4,7,15,27,50,2015年10月7日,2,52,24,,,,,,,,,,,,,1,2,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1961,54,1,1,1,6,4,-2,150000,80,0,0,0,0,0,0,0,0,1,177,140,4,4,4,5,1,,9997,9997,3.21,3,2,3,4,3,1963,1989,6,-3,1,2
337,1,4,7,20,35,63,2015年10月17日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1966,49,1,1,1,4,4,1979,5000,14,0,0,0,0,0,0,0,0,1,155,130,5,4,3,4,1,,-2,1996,2.71,2,,,3,6,,,,,,-8
338,1,4,7,22,38,68,2015年9月8日,2,52,18,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1933,82,1,1,1,3,4,-2,36000,76,0,0,0,0,0,0,0,0,1,155,130,5,5,4,2,3,2006,,2006,4.21,1,,,5,7,,,,,,2
339,1,4,7,15,27,51,2015年10月5日,2,52,22,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1968,47,1,1,1,9,4,2003,30000,196,0,1,0,0,0,0,0,0,0,168,154,3,5,5,1,1,,9997,9997,2.29,3,3,4,5,3,1963,1990,9,40000,5,3
340,1,4,7,17,30,55,2015年10月5日,3,47,46,18,,,,,,,,,,,,4,4,4,,,,,,,,,,,,1,1,2,,,,,,,,,,,,2,1992,23,1,1,1,7,4,-2,30000,7,0,0,0,0,0,0,0,0,1,160,115,4,4,4,1,4,,,2014,3.29,2,5,5,3,1,,,,,,2
343,1,4,7,22,38,68,2015年9月7日,2,45,19,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,1,1969,46,3,1,1,4,4,1986,-2,75,0,0,1,0,0,0,0,0,0,170,140,3,5,5,1,3,1996,,1996,3.86,2,7,7,4,3,1970,1994,4,-2,1,2
345,1,4,7,15,27,51,2015年10月7日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,21,1,0,3,6,4,2012,120000,15,0,0,0,0,0,0,0,0,1,169,120,4,4,3,1,3,2015,,2014,3,3,7,3,4,1,,,,,,2
346,1,4,7,21,37,66,2015年9月29日,2,60,60,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1991,24,1,1,1,13,4,2015,0,116,0,0,0,0,1,0,0,0,0,172,120,4,5,5,5,1,,9997,9997,2.64,4,6,3,4,1,,,,,,-8
359,1,4,7,15,27,50,2015年10月3日,2,41,10,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1977,38,1,1,1,6,4,1995,-2,114,0,0,1,0,0,0,0,0,0,165,110,5,5,5,1,3,-2,,2006,3.07,3,7,7,5,3,1973,2003,12,-3,1,2
363,1,4,7,16,29,53,2015年10月17日,2,33,3,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,2,1982,33,1,1,1,12,4,2005,0,72,0,0,1,0,0,0,0,0,0,160,120,4,5,4,4,3,2001,,2005,3.57,2,2,3,4,3,1982,2009,12,280000,1,-8
366,1,4,7,14,26,49,2015年10月1日,6,87,87,85,69,43,41,,,,,,,,,4,4,4,4,4,4,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,1970,45,1,0,1,13,1,2007,400000,34,0,0,0,0,0,0,0,0,1,170,140,3,5,4,5,3,2011,,2014,3.36,4,7,7,5,1,,,,,,4
367,1,4,7,20,35,62,2015年10月1日,3,65,33,7,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,1950,65,1,1,1,4,4,1967,30000,46,0,1,0,0,0,0,0,0,0,164,130,3,3,3,5,2,,9997,9997,3.07,4,5,5,4,3,1950,1979,4,20000,5,2
368,1,4,7,20,35,63,2015年10月6日,3,60,36,35,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1950,65,1,1,1,4,4,1967,74400,52.599998,0,1,0,0,0,0,0,0,0,170,170,5,5,5,2,1,,9997,9997,3.43,5,2,2,4,3,1955,1979,1,36000,5,2
369,1,4,7,14,26,49,2015年10月4日,2,56,27,,,,,,,,,,,,,1,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1959,56,3,1,1,9,4,1980,30000,41,0,0,1,0,0,0,0,0,0,160,120,3,5,4,2,1,,1970,9997,3.36,2,7,5,3,3,1959,1986,6,30000,1,3
373,1,4,7,21,37,66,2015年9月30日,1,68,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1947,68,1,1,1,10,4,1985,66000,89,0,0,0,0,0,0,0,1,0,162,95,3,5,3,5,2,,-2,2014,3.07,4,6,5,4,3,1948,,10,38400,5,3
375,1,4,7,21,36,64,2015年9月19日,1,27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1988,27,1,1,1,13,4,2013,50000,55,0,0,0,0,0,0,0,0,1,170,110,3,4,4,5,3,9997,,2011,3.14,2,7,3,4,3,1988,2014,13,70000,1,3
376,1,4,7,21,37,67,2015年9月29日,2,76,45,,,,,,,,,,,,,1,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1940,75,1,1,1,12,4,1963,50000,111,0,0,1,0,0,0,0,0,0,162,95,3,3,4,5,1,,9997,1997,3.21,3,3,5,4,3,1940,1969,12,60000,5,1
380,1,4,7,15,27,50,2015年10月4日,5,48,48,19,14,8,,,,,,,,,,1,4,4,1,4,,,,,,,,,,2,1,1,2,1,,,,,,,,,,2,1973,42,1,1,1,12,1,-1,80000,59,0,1,0,0,0,0,0,0,0,160,130,5,5,5,5,1,,9997,9996,2.86,3,7,7,4,3,1967,1996,6,30000,1,2
381,1,4,7,21,37,66,2015年9月24日,1,62,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1953,62,1,1,3,4,4,1969,75000,56,0,1,0,0,0,0,0,0,0,172,140,2,4,5,5,1,,1978,9997,3.07,5,7,5,4,3,1953,1981,4,50000,5,3
